X,Y,Z,run_time,distance,delta,axis1,axis2,axis3,axis4,axis5,axis6
-0.111824099,0.129243363,0.783362261,1.375962257,0.283566843,380.2803875,130.8940124,-2.693093071,43.13242115,0.219484647,49.53722937,139.103873
0.013161163,0.017335802,0.760116833,1.375390768,0.124662741,244.5951188,52.64684652,34.83468066,8.872598872,-0.155832255,46.34078458,-142.6449555
-0.176020681,0.24520089,0.570963787,1.373493433,0.474127357,488.2127355,125.6899512,-16.69335632,3.186675207,0.297742877,103.4444342,144.3088099
0.210902602,0.29029357,0.606575852,1.372533083,0.419869872,265.7812146,54.02075464,-34.53276252,37.66788707,0.350448488,86.77337461,-144.0177841
-0.094504957,0.13209648,0.650362874,1.372339487,0.314745386,482.7112487,125.5487467,18.82388579,-14.20671335,-0.255685035,85.3834967,144.4449635
0.260934302,0.354593657,0.395353626,1.371917963,0.607792739,324.9689707,53.66543543,-73.9203761,56.2542754,0.374707377,107.5330734,-143.6613636
-0.05225101,-0.072597351,0.82016674,1.370274067,0.151214634,225.5648435,54.24854381,29.8096733,47.65625507,0.050284072,12.58823802,-144.2463085
-0.145125966,0.198018196,0.752577823,1.36980629,0.358821653,402.9473893,126.2611478,-17.98128051,52.53965091,0.271660927,55.38785126,143.7349195
0.13807377,0.19412239,0.757850747,1.369478226,0.262071516,212.9070554,54.60007988,-16.97618239,52.82649107,0.259008583,54.09269337,-144.5928608
-0.060594304,0.074112525,0.807800531,1.36871624,0.207545751,370.5261897,129.2362888,8.389648552,41.83973541,-0.160746784,39.7693326,140.7621507
0.250443843,0.341887351,0.465690024,1.368516684,0.54998131,297.812674,53.79105173,-59.64474943,46.53282122,0.373083314,102.9955351,-143.7870984
-0.112293963,0.158850398,0.769031951,1.368002653,0.305970828,389.0574791,125.2313566,-5.319067621,41.20775348,-0.23441834,54.0732601,144.7616776
-0.092566502,-0.131594507,0.816635239,1.367979288,0.203809288,264.6146858,54.87184696,28.05430928,68.28988907,0.10847908,-6.275991154,-144.8721535
-0.146618486,0.206594109,0.753567685,1.367356062,0.365875293,410.9584965,125.3408266,-22.15595558,59.16241583,-0.264658342,52.9268999,144.656526
-0.205722578,0.2930555,0.53908561,1.367091417,0.538175586,489.0832119,125.0843132,-33.30013664,19.36418743,0.333848911,103.8467541,144.9172301
0.017425267,0.014303216,0.842190444,1.366960287,0.114332481,490.4623352,-118.9761155,1.152495278,88.86059763,-115.9773044,-0.001843043,144.9552527
-0.24577121,0.311648541,0.529900557,1.365822792,0.577991925,476.2353047,128.2434607,-46.62180747,38.94560259,-0.356268461,97.55823418,141.7556843
-0.088051494,0.120390257,0.652613727,1.364954472,0.302584715,486.199615,126.1457768,22.04170606,-15.94746818,-0.256399143,83.91596739,143.8445398
-0.065525155,0.090295714,0.81908844,1.364468813,0.222162244,378.8024188,125.9943445,-0.739693624,56.33772334,0.160385199,34.38735451,144.0067762
-0.208442162,0.296327009,0.631937541,1.363921881,0.502085057,445.0984637,125.1030724,-39.20417024,51.61691937,-0.345029567,77.48663557,144.8914222
-0.198270821,0.246482735,0.549475388,1.36362052,0.498964903,495.4365999,128.8286508,-21.28357868,4.166429046,0.302876752,107.0492686,141.1735379
0.174883848,0.242931582,0.565091902,1.363570452,0.39631532,302.2986269,54.23415743,-16.20642286,1.119784832,-0.290427967,105.0301289,-144.2229614
-0.037666763,0.051187104,0.7480837,1.363339901,0.185574738,442.0480751,126.4131713,29.57569255,6.270189283,0.19357517,54.18959702,143.5788066
0.1781168,0.242651455,0.712403805,1.363317251,0.327433471,235.1764977,53.69840407,-29.16055241,57.22860822,-0.294934241,61.86158102,-143.6923425
-0.057925532,0.082674941,0.70312643,1.363099098,0.236286087,468.4501747,125.0654788,28.76105691,-6.912541015,0.226649303,68.18324752,144.9337795
0.243298996,0.321647623,0.55589747,1.363027811,0.480296007,276.5455263,52.87772561,-50.65226603,52.25011935,-0.361085436,88.29126347,-142.8729911
-0.122979355,0.165245357,0.781627131,1.362886429,0.31656375,395.0524364,126.6347292,-14.20630571,57.3157071,-0.226230932,46.84941723,143.368832
0.190110102,0.270531241,0.640961147,1.362722158,0.38188749,258.05668,54.88316138,-27.09460433,34.78825989,-0.318715701,82.23137504,-144.8827702
0.196058167,0.26930665,0.588019511,1.362579823,0.408372454,284.1502239,53.96298618,-25.27575538,19.16245466,0.322258087,96.0361543,-143.9615474
0.206552979,0.273701655,0.645951744,1.362369061,0.386766242,245.9313582,52.93875473,-32.4595517,44.26836878,-0.334715918,78.09737159,-142.9350199
0.170790223,0.22820376,0.706128237,1.362208128,0.314350848,227.0675571,53.21127823,-20.28705306,41.95972201,0.300022892,68.26802899,-143.2069186
-0.200787847,0.276677421,0.597973349,1.362096548,0.497028756,465.9175658,125.9878518,-28.17857977,25.82413841,0.337041114,92.26284857,144.0102666
-0.133360703,0.169961196,0.614143787,1.361706972,0.37987857,478.9424203,128.0969856,6.177534327,-12.32876901,-0.263118654,96.125961,141.9022941
-0.107723445,0.152007276,0.563115345,1.360967875,0.384287154,516.2604122,125.345558,13.02871001,-30.83083104,0.25011858,107.7884039,144.6493691
0.016624467,0.021262575,0.831394025,1.360581875,0.116973834,196.204534,52.03814437,11.88864074,53.06824085,0.094834424,25.05790963,-142.0305664
-0.088431694,0.099604003,0.687672522,1.36041832,0.273676488,469.6700687,131.5606126,23.06127771,-7.688719728,-0.242863728,74.6359773,138.43286
0.108115752,0.132214879,0.768420839,1.36039114,0.196485281,195.6393856,50.75503617,1.56593457,33.35527847,0.22973942,55.06696389,-140.7548819
-0.072858356,0.096092017,0.607062124,1.360337257,0.307087599,520.5024336,127.1306888,31.68819358,-33.09770297,-0.243143222,91.4345855,142.860362
-0.127680567,0.175239033,0.767249496,1.360121489,0.328490867,390.9997274,126.0530951,-12.1626559,49.2828558,-0.247354821,52.85447354,143.9480779
-0.214238391,0.299811004,0.583982612,1.359680653,0.526745229,462.917159,125.5306458,-36.85867735,35.84529905,-0.341627589,90.9117431,144.474312
0.17317738,0.244352286,0.710166213,1.359574795,0.32850422,233.8245098,54.65210451,-27.51910058,53.94981404,-0.301844355,63.50303904,-144.658532
-0.243774341,0.341731604,0.508190376,1.358587503,0.607083641,481.2142235,125.5193191,-57.08947005,52.15604786,0.38174446,94.81337653,144.4833872
-0.060296025,0.065120027,0.724013043,1.358351231,0.218844702,455.8521594,132.7464285,28.50015537,-0.781987044,-0.207490689,62.31534828,137.2529919
0.226458756,0.283522757,0.651242929,1.357951164,0.399065402,265.043932,51.36423364,-46.41039554,69.35550031,-0.338323578,66.96253838,-141.3728652
0.030255318,-0.04077129,0.838455311,1.35747242,0.076237832,419.1098011,126.5663281,16.38668636,63.48595458,0.047708576,10.16592648,143.4358942
-0.163316219,0.221086884,0.612421903,1.357409954,0.431094934,471.741327,126.4331934,-9.175088606,3.755064959,-0.292944153,95.38508955,143.5646241
-0.235370974,0.330238249,0.573781533,1.357141733,0.564453622,477.5489116,125.4594025,-55.41843251,65.26510943,-0.371505026,80.04317253,144.5400753
0.163369425,0.212634473,0.735435588,1.356893301,0.289638361,217.3163809,52.44182537,-21.48556805,52.26495507,-0.281092542,59.16660785,-142.4362567
0.069360074,0.098386609,0.766482215,1.356554031,0.166263532,223.7289002,54.78001262,14.17420978,21.44216363,-0.208767752,54.39470287,-144.7767522
-0.046238678,0.065770201,0.822475637,1.355914116,0.191679116,373.881193,125.0788381,5.655169282,51.67743736,-0.129530484,32.67182241,144.9179453
-0.033549503,0.04590871,0.752084651,1.355698109,0.178107231,439.4423046,126.0921688,30.10867574,7.407356114,-0.178355885,52.52229033,143.9004124
-0.121469345,0.170397029,0.751993103,1.355365992,0.323108216,400.0027568,125.4575732,-5.287798228,35.71331039,-0.251117416,59.53022066,144.5439055
-0.021531801,0.02693718,0.809756792,1.355174303,0.147664177,392.8962503,128.574205,19.73928303,35.55384846,-0.114179013,34.72258195,141.425978
-0.215111924,0.27044725,0.601435363,1.354802847,0.500199693,462.9090478,128.5175731,-29.51827271,28.67066691,0.336633254,90.75996069,141.4821587
-0.237215153,0.322316093,0.544246985,1.354748249,0.5731468,467.1865215,126.3698876,-48.32062697,45.33994393,0.373166839,92.87377142,143.6238963
-0.087560311,0.104063548,0.735670755,1.354143143,0.258190974,433.6921869,130.0409779,16.27144774,10.29325671,-0.229276246,63.44828248,139.9477016
-0.025894218,0.035874989,0.801551641,1.354002476,0.156693181,394.9498436,125.8796152,20.65046442,31.0296841,0.132277953,38.34793777,144.1177142
-0.070150194,0.095030302,0.803210551,1.353520155,0.228622883,368.0611752,126.404532,4.747436699,43.07605326,-0.175009519,42.17138682,143.5911057
0.040794419,-0.052343815,0.834916167,1.353110552,0.063203235,420.1497177,127.9229637,19.98378824,60.41461108,0.044276443,9.646064172,142.0769867
-0.139217003,0.177385213,0.759027645,1.352604151,0.339139747,391.9040726,128.1015264,-12.45883212,46.93395005,-0.255318687,55.47834724,141.898546
0.095144838,0.124342567,0.752818475,1.352589607,0.192523042,218.6376259,52.54647621,8.502258954,21.75080135,-0.223298452,59.73633468,-142.5434403
0.056945845,0.074809678,0.822322739,1.352583885,0.141302293,183.987605,52.7488313,2.325283743,54.80538074,0.140411989,32.86715454,-142.7457079
-0.244783718,0.321641434,0.567046509,1.352535963,0.567059411,472.0461507,127.2544169,-52.67267612,58.59273688,-0.360971789,83.973745,142.7403897
0.108520304,0.14804742,0.796832614,1.352451801,0.208421155,203.862836,53.73646288,-13.49008624,62.51010414,-0.200487419,40.94657314,-143.7390468
0.239786956,0.33967116,0.49707236,1.352385759,0.526307259,291.8562366,54.76468605,-54.95958804,45.63444671,-0.360436008,99.21475634,-144.7569037
-0.228991907,0.311572701,0.598121504,1.352190495,0.537886633,459.9845146,126.2952055,-46.64776953,55.71214532,-0.351242644,80.82237114,143.7045661
0.009216748,0.011721199,0.831301207,1.352184772,0.11612298,197.5554846,51.73054943,13.94964511,52.0741622,-0.081847554,23.99698834,-141.737947
-0.110038221,0.15242396,0.765660424,1.352007389,0.300312725,392.5008442,125.8533939,-2.467792854,36.80048359,0.236665225,55.63556413,144.1427954
-0.048862094,0.065806317,0.804389758,1.35191226,0.193279923,380.393417,126.6327445,12.54307434,37.073129,0.158653615,40.40321335,143.3614385
-0.114597571,0.136767713,0.781415671,1.351542473,0.290837515,381.1675052,129.9855503,-4.296595801,44.28970932,0.219970954,49.98507958,140.0049017
0.173252555,0.237202148,0.699927351,1.351446629,0.32520705,229.6698592,53.8332991,-22.28154707,43.11938168,-0.301699434,69.10142946,-143.8369526
0.236328601,0.326207957,0.570133053,1.351026058,0.474552747,282.4793952,54.09659145,-52.23438651,58.57472742,0.368856375,83.54240324,-144.1026908
-0.224237548,0.318312419,0.507225723,1.350929737,0.581294126,490.7167877,125.1778035,-44.34375017,29.58101386,0.343212413,104.6498702,144.8180491
-0.028195519,0.03980666,0.771156976,1.350842476,0.165162559,424.0266103,125.383066,27.64694527,15.2723842,0.171032227,47.11721553,144.6133138
-0.172234412,0.242410525,0.706593166,1.350568295,0.418138098,417.4858827,125.3720938,-25.4017357,49.63561769,-0.300256006,65.69113638,144.6338289
-0.02160844,0.030830955,0.792048622,1.350453377,0.151009059,404.3816596,125.1002528,24.4989992,25.07862837,0.14218072,40.46003493,144.8913987
-0.183569778,0.255939228,0.667722242,1.348981619,0.446019718,434.5393617,125.6713117,-24.63245825,37.96690173,0.321031144,76.59042119,144.3259249
-0.2037963,0.273366451,0.64007407,1.348775864,0.480231785,442.3730787,126.725481,-30.86447323,40.28165522,0.337355221,80.49142109,143.270887
0.145324211,0.199055491,0.641568774,1.348770618,0.311906034,270.4575599,53.89160494,-2.361613476,3.031894632,0.293870087,89.30291008,-143.8854787
0.083161415,0.114502109,0.810792681,1.348646879,0.174888251,192.2346971,53.98645724,-5.459549736,57.81810434,-0.169072092,37.61448167,-143.9959481
-0.130781262,0.178038516,0.574933966,1.348593473,0.404627023,494.4284563,126.2803688,4.36949461,-20.07912153,-0.260461652,105.6765954,143.7146566
0.226515579,0.298004933,0.574767703,1.348545551,0.44655748,273.4454207,52.74331744,-38.68334313,36.55235857,-0.347489979,92.04593501,-142.7433805
0.176438679,0.244878934,0.677071405,1.348273993,0.341145851,243.5210011,54.20517945,-21.26094137,35.53888141,-0.304195755,75.6509666,-144.2042862
0.099617704,0.140863618,0.750967185,1.348232269,0.208870685,217.8754071,54.76292642,4.907972493,24.51388938,0.24320354,60.5647894,-144.7541219
-0.107556276,0.14895092,0.773818433,1.34822011,0.295054554,386.772522,125.8591628,-3.486414892,40.68150584,0.227998632,52.78218516,144.1331501
-0.067692498,0.093119452,0.817686493,1.347994804,0.22560793,377.5215805,125.9887138,-0.980296244,55.86484249,-0.16013874,35.111662,144.0080649
-0.037207211,0.050481028,0.810864629,1.347969532,0.174461681,382.1462812,126.4361858,14.22742763,39.00003098,0.14365371,36.77963102,143.5712824
-0.016814704,-0.023464038,0.790858538,1.347895861,0.121795048,234.6530163,54.31113934,34.82797088,23.22474074,0.099252774,32.00914648,-144.3122859
-0.11372909,0.155082637,0.797237808,1.347828388,0.301870481,412.2103203,126.2345118,-19.97746297,73.17187075,-0.197954794,36.76245245,143.7597861
0.044959548,0.062360865,0.795736763,1.347699881,0.133803022,204.1391109,54.25275218,16.2089795,30.85025162,0.162796072,42.95435361,-144.2541985
0.153204193,0.214081597,0.734575952,1.347632647,0.289106817,216.4663277,54.38871399,-19.11523109,48.51704757,-0.272522703,60.54548224,-144.3872549
0.184104899,0.260553743,0.692424151,1.347365856,0.351594821,242.86704,54.7775124,-31.75235988,55.61925365,0.325383741,66.06217054,-144.7706205
0.196976217,0.21614898,0.635529684,1.347344875,0.340647768,256.3023125,47.67822672,-14.68352058,16.21819905,0.309164607,88.41989756,-137.6757249
-0.224939616,0.283957909,0.571156172,1.347110987,0.528250509,472.461709,128.4025781,-34.28940492,28.66473187,0.344138291,95.52905797,141.5961453
-0.016529856,-0.02334397,0.839074733,1.346818447,0.123865702,224.1761422,54.66936973,14.38308016,61.95329498,0.059367482,13.69912469,-144.6681377
0.020760645,0.027610642,0.804019679,1.346713305,0.116724363,205.3114556,52.99062547,21.57624397,31.85277917,-0.125408156,36.59960796,-142.9861268
0.04448745,-0.059248575,0.814837284,1.346589088,0.053830913,416.1250205,126.9084692,31.3439609,41.10178689,-0.035137046,17.62117287,143.0832935
-0.196089703,0.278665475,0.537132753,1.346567392,0.524391041,494.82472,125.118507,-28.41484988,11.43498475,-0.306890016,106.8976994,144.8763063
0.020797884,0.028052914,0.769912658,1.346353054,0.123314424,236.0800524,53.35535081,30.40263959,13.83845495,-0.156386174,45.81130448,-143.3493159
-0.235357088,0.332451004,0.514655363,1.346175671,0.593003224,477.4990714,125.3127845,-51.0013228,42.85854319,0.366343466,98.02503603,144.6870115
0.200203001,0.251936817,0.677277706,1.346175432,0.353508482,230.5258764,51.50625741,-29.02246205,47.10531946,-0.314859301,71.83027104,-141.5066318
0.029762863,-0.0356455,0.840818774,1.346067905,0.079020919,422.0590498,129.8504834,13.62348896,67.72616011,0.039581207,8.679359542,140.1455398
0.191999617,0.271062537,0.567710854,1.345965862,0.4201662,295.240748,54.67245383,-25.07763907,13.97011551,-0.316886405,101.0346718,-144.6748991
0.219931507,0.267916017,0.646268777,1.345730305,0.38567228,239.5035076,50.63844349,-34.16220012,47.05829336,0.340868643,77.02646455,-140.6398469
-0.181029184,0.252657876,0.687240507,1.345718622,0.436245553,422.4097411,125.6436777,-26.44882284,45.84689986,0.317291098,70.53010272,144.3516304
0.144558624,0.203260823,0.605144003,1.345568657,0.336064831,289.0968345,54.55922169,-2.447898662,-5.703060667,-0.280028696,98.11726889,-144.5550427
0.142426475,0.179215386,0.59044034,1.345558643,0.326939881,290.5886671,51.50501696,2.713868711,-14.66912582,-0.264098857,101.9250737,-141.5049073
0.124185775,0.176815894,0.694563931,1.345394135,0.264133509,246.4698585,54.94564866,1.888232756,11.82507223,0.281021473,76.25419112,-144.948325
-0.175615853,0.23295502,0.703721296,1.345327377,0.414307727,417.38365,127.0342419,-22.32739303,44.23596505,0.30882212,68.01993917,142.9641026
-0.046026286,0.054199557,0.793474789,1.345257044,0.184321528,396.5705664,130.2920772,17.98034393,28.82347712,-0.161173356,43.20180177,139.7108896
-0.14665257,0.186992121,0.568479054,1.345085144,0.422658678,495.1476108,128.0880324,-0.190813646,-17.02505833,-0.265861037,107.0287576,141.9036356
0.161400511,0.222188437,0.634149458,1.345026255,0.337809096,272.1638984,54.02663828,-9.63563405,9.578905218,0.303497336,90.00186992,-144.0211868
-0.084363494,0.111193752,0.54457369,1.344757318,0.363946783,543.579609,127.2133948,25.37259354,-44.48832872,0.228808642,109.1242675,142.7847942
-0.214713651,0.269399234,0.631322761,1.344610691,0.487585218,446.364272,128.5754192,-31.24233849,38.66385873,0.336425648,82.49200177,141.4168293
-0.126734412,0.142631873,0.740393745,1.344308138,0.31014224,408.3636425,131.5935968,2.161123156,24.09123559,-0.252877846,63.7208895,138.4031849
0.118462948,0.142957892,0.709796807,1.344004154,0.226648269,237.7740243,50.32255168,7.948892659,9.978880391,-0.261342673,72.06116408,-140.322335
-0.120652823,0.169531598,0.681475519,1.343902826,0.341571421,444.2070533,125.4665465,5.174855194,5.200180561,0.274064955,79.59846173,144.5258837
0.073740065,0.100123602,0.727729263,1.34389472,0.181023272,253.7515471,53.58842668,20.12779867,5.254933981,-0.230181376,64.62526013,-143.5981956
0.015729789,-0.020216731,0.837010038,1.343871593,0.095453309,408.0798136,127.853619,15.75129262,58.60091119,0.056462024,15.67979843,142.1441714
0.066687951,0.088322192,0.793490433,1.343716383,0.152148623,193.3899642,52.91175689,9.666289877,34.72252909,-0.180419972,45.60907366,-142.9083343
-0.133430323,0.185941495,0.762667751,1.343672037,0.340710377,397.0815428,125.6871996,-15.04447449,51.6936978,0.260179531,53.30228198,144.322831
-0.0382304,0.054124445,0.802791716,1.343661547,0.177673493,386.3443376,125.191837,16.20250109,33.93932395,-0.145617342,39.86783918,144.79968
0.163987523,0.22922581,0.734239191,1.343641996,0.305716971,234.8021294,54.39849255,-28.27393349,62.57463773,-0.284437764,55.62771928,-144.4028333
-0.204092119,0.246066995,0.559444455,1.343349457,0.497109392,489.8345285,129.6571716,-21.81223005,7.334070339,-0.299426436,104.414297,140.3400216
0.139601706,0.185356729,0.771604309,1.343289852,0.251419444,218.1668784,52.99390102,-21.38361281,64.43932901,-0.233262798,46.88679726,-142.9899002
-0.070276656,0.097751768,0.823814452,1.343282938,0.230959853,402.9268486,125.7349459,-7.897586022,68.41031513,0.145619197,29.47073222,144.2582642
-0.081413102,0.108285377,0.565469219,1.343181133,0.346100499,535.7576379,126.9072325,27.52164773,-40.73222758,-0.238343728,103.2211639,143.0892649
-0.100489175,0.139942167,0.619028346,1.343096256,0.339715256,496.339964,125.7100058,17.48825343,-20.85619031,0.259201464,93.37286871,144.2860226
0.184048253,0.2545527,0.552464561,1.343041182,0.414789954,305.2185008,54.11654291,-20.57222717,3.912167569,-0.300682914,106.5876738,-144.1192283
-0.135255964,0.177532346,0.570202358,1.342744112,0.40961998,495.5425679,127.3215935,3.597341215,-20.47330831,0.262568343,106.8429169,142.6774179
-0.200654912,0.26426732,0.662306525,1.342627525,0.46447317,431.4117294,127.230674,-30.4302906,45.32510919,0.336434977,75.01372814,142.7605947
-0.149247964,0.189601686,0.692652598,1.342565775,0.36996224,433.4212211,128.1834201,-4.673060906,18.40584486,-0.284902445,76.22624253,141.8139878
0.144222998,0.199867468,0.759745872,1.342378616,0.26827475,221.9681271,54.20815525,-21.88917668,60.88848581,0.257981781,50.95836293,-144.2062253
0.237922527,0.26249842,0.527809729,1.342363119,0.450049049,293.7362688,47.82629379,-32.63819155,15.58753483,0.323288562,106.9643331,-137.8177194
0.150206276,0.206770503,0.734431292,1.3422575,0.281659145,215.7923237,54.02772139,-16.11557257,44.24029402,0.280581,61.83088107,-144.0238844
0.103326012,0.134439261,0.582706492,1.342194319,0.298316093,322.3856279,52.4300754,18.25225433,-30.21891304,-0.245431374,101.971591,-142.4307441
-0.128478426,0.148787535,0.688867501,1.342148542,0.330515335,444.3923917,130.7825658,7.440852866,4.951149491,-0.26050102,77.60105526,139.2108085
0.097956329,0.118254197,0.758373093,1.341990471,0.185088996,210.1185506,50.33149508,8.143893085,23.79553403,-0.225387749,58.04825809,-140.328432
0.199739075,0.273644774,0.641692041,1.341972589,0.386685314,252.4469157,53.85314549,-30.20660995,39.67729439,-0.329095749,80.44682224,-143.8542234
-0.047911663,0.067505467,0.805002552,1.341946125,0.19365691,379.2930765,125.4015157,12.17220832,37.615699,0.152642521,40.22332639,144.5916609
0.160367603,0.222898057,0.592640349,1.341827154,0.361432165,292.5922465,54.24783357,-9.095685864,-1.119726896,-0.284956948,100.1607931,-144.248937
-0.161327274,0.212796702,0.669374609,1.341614246,0.401322888,443.9188326,127.1907892,-9.640736816,18.29705531,0.306815107,81.30212301,142.8103075
-0.186116626,0.249384507,0.606322902,1.341562271,0.466272785,469.1836454,126.715362,-19.10510578,14.95648608,-0.307426478,94.08976819,143.2770167
0.242573332,0.319527838,0.578802794,1.341397047,0.466676048,281.1060225,52.81516008,-52.82692947,61.81459645,0.37480522,80.89905622,-142.8157357
0.206842374,0.258199395,0.61512528,1.341261625,0.388023297,265.70019,51.32159181,-25.31276117,25.79176571,0.328570841,89.44890654,-141.326148
0.125180111,0.17595562,0.762392291,1.341221094,0.241817587,202.9908344,54.54695604,-10.19726544,45.06173509,-0.240164203,55.09458544,-144.5392852
0.047776969,0.059895355,0.814639189,1.341085434,0.129877449,178.9499738,51.38580808,9.996052203,43.84588179,-0.143403502,36.16787431,-141.3890185
0.244750039,0.299973411,0.566140493,1.341069937,0.45821681,267.8041165,50.80713174,-43.48585075,42.39920177,0.363338167,90.98620297,-140.8068174
0.173927705,0.237042757,0.722316533,1.340876579,0.318401538,236.3581581,53.7531431,-29.53507688,60.86042902,0.300640986,58.59992011,-143.7492086
-0.012448158,0.01695892,0.773144075,1.340809345,0.139204425,425.125983,126.4210996,32.03206863,14.71735838,0.147314241,43.29951497,143.5759223
-0.213537746,0.300704423,0.574208894,1.340197086,0.531190013,467.9477073,125.3617957,-36.62690035,33.10303272,-0.341996502,93.44172686,144.6328684
-0.043179297,0.061479826,0.831071481,1.340176582,0.187383987,388.3486461,125.1084972,1.626879432,61.13668922,0.117110618,27.22818906,144.8905672
0.00834131,-0.010829619,0.837188132,1.340070486,0.105933958,404.8069545,127.6613756,14.30640784,58.46268818,-0.052895103,17.2537015,142.3299237
0.243018235,0.311626538,0.485802751,1.339833498,0.513292751,303.4083269,52.0379509,-47.37417003,29.53650084,-0.336700342,107.7295309,-142.0321624
-0.188416522,0.251770128,0.680772753,1.339796543,0.442212382,425.3843168,126.7885963,-26.62746104,44.37277388,-0.311518162,72.17903053,143.2050324
-0.009113785,0.012007801,0.812802119,1.339743614,0.12898775,397.2906147,127.3298556,21.83882665,36.57292874,0.109101738,31.62836651,142.6667322
-0.041540453,0.056726673,0.820709724,1.339731932,0.182140013,373.1100119,126.250094,8.774636157,48.04310999,0.133214203,33.1889852,143.744787
0.240141273,0.334261657,0.548110476,1.339633465,0.493519698,288.0170194,54.28784648,-54.98230504,58.06801356,-0.363263811,86.79375855,-144.2817567
0.238225745,0.328859063,0.560255095,1.339592218,0.482287101,283.7914335,54.09891973,-52.88966046,57.29776961,0.369220074,85.47736132,-144.098763
-0.234939246,0.332952379,0.544447874,1.339562654,0.578887522,470.7825027,125.190206,-52.04339305,51.91235342,-0.362302325,90.01756195,144.8054717
-0.144932592,0.201347053,0.656765922,1.339551926,0.387811802,452.1718381,125.7707976,-3.538395793,8.059450045,0.291031085,85.44643823,144.2195092
-0.011348542,0.015487346,0.809819221,1.339530706,0.132740032,397.830003,126.1271471,22.21948789,34.72920077,-0.109369,33.08640075,143.8609447
-0.095554872,0.13275721,0.71875919,1.33946991,0.287554009,436.9330776,125.7125166,12.23431291,8.676538976,-0.246830155,69.08236989,144.2858294
-0.235103254,0.294831695,0.599808948,1.33940196,0.529617572,450.0792537,128.5502139,-41.69263496,47.65807403,-0.35153466,83.92409728,141.4514846
-0.216845009,0.282960295,0.645096349,1.339257956,0.493437225,444.5351859,127.4444992,-38.92552729,54.57617147,-0.332832232,74.25453149,142.5504099
0.182127777,0.226120748,0.695028511,1.33924365,0.319075621,229.2705554,51.17357079,-20.0729831,38.62047647,0.310149646,71.39957616,-141.1807749
-0.117645486,0.153326565,0.569275096,1.338922501,0.386556076,510.5249357,127.5193745,11.42764403,-27.96200496,0.247472859,106.5252439,142.4757738
-0.082232749,0.11644012,0.550039665,1.338920593,0.361446831,540.1340263,125.2568848,24.78489622,-42.76591695,0.235627343,107.9916677,144.7316116
